scrape-vowels-vowels-iy_275_1617951529_vowels1_'EE,iy,good,possible,
scrape-vowels-vowels-iy_275_1617951534_vowels1_'EE,iy,good,possible,
scrape-vowels-vowels-ow_275_1617950360_vowels1_'OH,ow,good,possible,
scrape-vowels-vowels-ow_275_1617950365_vowels1_'OH,ow,good,possible,
scrape-vowels-vowels-ow_275_1617950370_vowels1_'OH,ow,good,possible,
scrape-vowels-vowels-ow_275_1617950374_vowels1_'OH,ow,good,possible,
scrape-vowels-vowels-ow_275_1617950379_vowels1_'OH,ow,good,possible,
scrape-vowels-vowels-ow_275_1617950759_vowels1_'OH,ow,good,possible,
scrape-vowels-vowels-ao_275_1617967167_tressa_vowels1_OR(1),ao,good,possible,
scrape-vowels-vowels-aa_275_1617967186_tressa_vowels1_ARE(1),aa,good,possible,
scrape-vowels-vowels-aa_275_1617967192_tressa_vowels1_ARE(1),aa,good,possible,
scrape-vowels-vowels-aa_275_1617967196_tressa_vowels1_ARE(1),aa,good,possible,
scrape-vowels-vowels-aa_275_1617967201_tressa_vowels1_ARE(1),aa,good,possible,
scrape-vowels-vowels-ae_275_1617967208_tressa_vowels1_'AE,ae,good,possible,
scrape-vowels-vowels-ae_275_1617967214_tressa_vowels1_'AE,ae,good,possible,
scrape-vowels-vowels-ae_275_1617967218_tressa_vowels1_'AE,ae,good,possible,
scrape-vowels-vowels-ae_275_1617967223_tressa_vowels1_'AE,ae,good,possible,
scrape-vowels-vowels-ao_275_1617967172_tressa_vowels1_OR(1),ao,good,possible,
scrape-vowels-vowels-ao_275_1617967177_tressa_vowels1_OR(1),ao,good,possible,
scrape-vowels-vowels-ao_275_1617967182_tressa_vowels1_OR(1),ao,good,possible,
scrape-vowels-vowels-ay_275_1617967246_tressa_vowels1_I,ay,good,possible,
scrape-vowels-vowels-ay_275_1617967251_tressa_vowels1_I,ay,good,possible,
scrape-vowels-vowels-ay_275_1617967257_tressa_vowels1_I,ay,good,possible,
scrape-vowels-vowels-ay_275_1617967272_tressa_vowels1_I,ay,good,possible,
scrape-vowels-vowels-ay_275_1617967306_tressa_vowels1_I,ay,good,possible,
scrape-vowels-vowels-er_275_1617967227_tressa_vowels1_ERR(1),er,good,possible,
scrape-vowels-vowels-er_275_1617967232_tressa_vowels1_ERR(1),er,good,possible,
scrape-vowels-vowels-er_275_1617967237_tressa_vowels1_ERR(1),er,good,possible,
scrape-vowels-vowels-er_275_1617967241_tressa_vowels1_ERR(1),er,good,possible,
scrape-vowels-vowels-ey_275_1617967265_tressa_vowels1_'EY,ey,good,possible,
scrape-vowels-vowels-ey_275_1617967316_tressa_vowels1_'EY,ey,good,possible,
scrape-vowels-vowels-ey_275_1617967330_tressa_vowels1_'EY,ey,good,possible,
scrape-vowels-vowels-ey_275_1617967344_tressa_vowels1_'EY,ey,good,possible,
scrape-vowels-vowels-ey_275_1617967357_tressa_vowels1_'EY,ey,good,possible,
scrape-vowels-vowels-ih_275_1617967325_tressa_vowels1_'IH,ih,good,possible,
scrape-vowels-vowels-ih_275_1617967339_tressa_vowels1_'IH,ih,good,possible,
scrape-vowels-vowels-ih_275_1617967352_tressa_vowels1_'IH,ih,good,possible,
scrape-vowels-vowels-ih_275_1617967365_tressa_vowels1_'IH,ih,good,possible,
scrape-vowels-vowels-ow_275_1617967143_tressa_vowels1_'OH,ow,good,possible,
scrape-vowels-vowels-ow_275_1617967147_tressa_vowels1_'OH,ow,good,possible,
scrape-vowels-vowels-ow_275_1617967153_tressa_vowels1_'OH,ow,good,possible,
scrape-vowels-vowels-ow_275_1617967158_tressa_vowels1_'OH,ow,good,possible,
uw17_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw1_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw1_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw2_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw2_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw3_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw3_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw4_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw4_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw5_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw5_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw6_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw6_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw7_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw7_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw8_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw8_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw9_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw9_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw10_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw10_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw11_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw11_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw12_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw12_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw13_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw13_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw14_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw14_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw15_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw15_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw16_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
uw16_tressa_feb22_16000_mono_16bit_'UW,uw,good,possible,
uw17_paul_feb22__16000_mono_16bit_'UW,uw,good,possible,
scrape-scrape1-scrape1-a_123_1613986868_scrape1_A,ey,good,possible,
scrape-scrape1-scrape1-a_123_1613986873_scrape1_A(2),axr,good,possible,
scrape-scrape1-scrape1-abduct_189_1611844904_scrape1_ABDUCT,ae,good,possible,b,good,possible,d,good,possible,ah,good,possible,k,good,possible,t,good,possible,
scrape-scrape1-scrape1-abhorrent_205_1612769482_scrape1_ABHORRENT(1),ax,good,possible,b,good,possible,hh,good,possible,oh,good,possible,r,good,possible,ax,good,possible,n,good,possible,t,good,possible,
scrape-scrape1-scrape1-abhorrent_205_1612769537_scrape1_ABHORRENT(1),ax,good,possible,b,good,possible,hh,good,possible,oh,good,possible,r,good,possible,ax,good,possible,n,good,possible,t,good,possible,
scrape-scrape1-scrape1-abounding_210_1614341041_scrape1_ABOUNDING(1),ax,good,possible,b,good,possible,aw,good,possible,n,good,possible,d,good,possible,ing,good,possible,
scrape-scrape1-scrape1-about_210_1614342123_scrape1_ABOUT,ax,good,possible,b,good,possible,aw,good,possible,t,good,possible,
scrape-scrape1-scrape1-absent_210_1613506044_scrape1_ABSENT,ae,good,possible,b,good,possible,s,good,possible,ax,good,possible,n,good,possible,t,good,possible,
scrape-scrape1-scrape1-absorb_210_1613988964_scrape1_ABSORB,ax,good,possible,b,good,possible,s,good,possible,ao,good,possible,b,good,possible,
scrape-scrape1-scrape1-accept_177_1611828385_scrape1_ACCEPT,ax,good,possible,k,good,possible,s,good,possible,eh,good,possible,p,good,possible,t,good,possible,
scrape-scrape1-scrape1-acreage_123_1611653932_scrape1_ACREAGE(1),ey,good,possible,k,good,possible,er,good,possible,ih,good,possible,jh,good,possible,
scrape-scrape1-scrape1-acrid_177_1611789619_scrape1_ACRID(1),ae,good,possible,kr,good,possible,ih,good,possible,d,good,possible,
scrape-scrape1-scrape1-activity_205_1612965009_scrape1_ACTIVITY,ae,good,possible,k,good,possible,t,good,possible,ih,good,possible,v,good,possible,ih,good,possible,t,good,possible,iy,good,possible,
scrape-scrape1-scrape1-actualities_123_1611737983_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-actualities_123_1611738001_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-actualities_123_1611738016_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-actualities_123_1611738058_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-actualities_123_1611738065_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-actualities_123_1611738074_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-actualities_123_1611738079_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-actualities_123_1611738084_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-actualities_123_1611738090_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-actualities_123_1611738098_scrape1_ACTUALITIES,ae,good,possible,k,good,possible,t,good,possible,ch,good,possible,y,good,possible,uw,good,possible,ae,good,possible,l,good,possible,ih,good,possible,t,good,possible,iy,good,possible,z,good,possible,
scrape-scrape1-scrape1-adage_177_1611735918_scrape1_ADAGE,ae,good,possible,d,good,possible,ih,good,possible,jh,good,possible,
scrape-scrape1-scrape1-adapt_177_1611828395_scrape1_ADAPT,ax,good,possible,d,good,possible,ae,good,possible,p,good,possible,t,good,possible,
scrape-scrape1-scrape1-adequate_scrape1_ADEQUATE,ae,good,possible,d,good,possible,ih,good,possible,k,good,possible,w,good,possible,ax,good,possible,t,good,possible,
scrape-scrape1-scrape1-adheres_205_1612769652_scrape1_ADHERES,ax,good,possible,d,good,possible,hh,good,possible,iy,good,possible,ax,good,possible,z,good,possible,
scrape-scrape1-scrape1-aegean_177_1611732501_scrape1_AEGEAN(3),ax,good,possible,jh,good,possible,iy,good,possible,axn,good,possible,
scrape-scrape1-scrape1-affectionate_colin1_scrape1_AFFECTIONATE(1),ax,good,possible,f,good,possible,eh,good,possible,k,good,possible,sh,good,possible,axn,good,possible,ax,good,possible,t,good,possible,
scrape-scrape1-scrape1-age_177_1611769209_scrape1_AGE,ey,good,possible,jh,good,possible,
scrape-scrape1-scrape1-airmail_210_1613377545_scrape1_AIRMAIL(2),ehr,good,possible,m,good,possible,ey,good,possible,axl,good,possible,
scrape-scrape1-scrape1-airmail_210_1613386118_scrape1_AIRMAIL(2),ehr,good,possible,m,good,possible,ey,good,possible,axl,good,possible,
scrape-scrape1-scrape1-airmail_210_1613730925_scrape1_AIRMAIL(2),ehr,good,possible,m,good,possible,ey,good,possible,axl,good,possible,
scrape-scrape1-scrape1-airmail_210_1614012284_scrape1_AIRMAIL(2),ehr,good,possible,m,good,possible,ey,good,possible,axl,good,possible,
scrape-scrape1-scrape1-ajar_210_1613723051_scrape1_AJAR(1),ax,good,possible,jh,good,possible,aa,good,possible,
scrape-scrape1-scrape1-aloha_177_1611763529_scrape1_ALOHA,ae,good,possible,l,good,possible,ow,good,possible,hh,good,possible,ae,good,possible,
scrape-scrape1-scrape1-along_189_1612544787_scrape1_ALONG,ax,good,possible,l,good,possible,oh,good,possible,ng,good,possible,
scrape-scrape1-scrape1-an_189_1612544790_scrape1_AN,ae,good,possible,n,good,possible,
scrape-scrape1-scrape1-and_scrape1_AND,ae,good,possible,n,good,possible,d,good,possible,
scrape-scrape1-scrape1-angel_10_1611683716_scrape1_ANGEL(1),ey,good,possible,n,good,possible,jh,good,possible,l,good,possible,
scrape-scrape1-scrape1-angel_177_1611761096_scrape1_ANGEL(1),ey,good,possible,n,good,possible,jh,good,possible,l,good,possible,
scrape-scrape1-scrape1-animal_123_1613987220_scrape1_ANIMAL(4),ae,good,possible,n,good,possible,ih,good,possible,m,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_205_1612968867_scrape1_ANIMAL(4),ae,good,possible,n,good,possible,ih,good,possible,m,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_205_1612968879_scrape1_ANIMAL(8),ae,good,possible,n,good,possible,axm,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_205_1612968950_scrape1_ANIMAL(4),ae,good,possible,n,good,possible,ih,good,possible,m,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_205_1612968967_scrape1_ANIMAL(8),ae,good,possible,n,good,possible,axm,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_210_1613987666_scrape1_ANIMAL(8),ae,good,possible,n,good,possible,axm,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_210_1613988393_scrape1_ANIMAL(8),ae,good,possible,n,good,possible,axm,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_210_1613988407_scrape1_ANIMAL(8),ae,good,possible,n,good,possible,axm,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_210_1614341932_scrape1_ANIMAL(8),ae,good,possible,n,good,possible,axm,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_30Dec20_scrape1_ANIMAL(8),ae,good,possible,n,good,possible,axm,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_31Dec20_scrape1_ANIMAL(8),ae,good,possible,n,good,possible,axm,good,possible,axl,good,possible,
scrape-scrape1-scrape1-animal_colin1_scrape1_ANIMAL(4),ae,good,possible,n,good,possible,ih,good,possible,m,good,possible,axl,good,possible,
scrape-scrape1-scrape1-anode_177_1611781194_scrape1_ANODE,ae,good,possible,n,good,possible,ow,good,possible,d,good,possible,
scrape-scrape1-scrape1-ant_205_1612966829_scrape1_ANT,ae,good,possible,n,good,possible,t,good,possible,
scrape-scrape1-scrape1-anthem_177_1611780691_scrape1_ANTHEM(1),ae,good,possible,n,good,possible,th,good,possible,axm,good,possible,
scrape-scrape1-scrape1-anthem_177_1611789608_scrape1_ANTHEM(1),ae,good,possible,n,good,possible,th,good,possible,axm,good,possible,
scrape-scrape1-scrape1-anthem_177_1611828498_scrape1_ANTHEM(1),ae,good,possible,n,good,possible,th,good,possible,axm,good,possible,
scrape-scrape1-scrape1-anthem_189_1611844914_scrape1_ANTHEM(1),ae,good,possible,n,good,possible,th,good,possible,axm,good,possible,
scrape-scrape1-scrape1-antipathy_colin1_scrape1_ANTIPATHY,ae,good,possible,n,good,possible,t,good,possible,ih,good,possible,p,good,possible,ax,good,possible,th,good,possible,iy,good,possible,
scrape-scrape1-scrape1-antwerp_210_1613149993_scrape1_ANTWERP,ae,good,possible,n,good,possible,t,good,possible,w,good,possible,er,good,possible,p,good,possible,
scrape-scrape1-scrape1-anxious_177_1611788723_scrape1_ANXIOUS(2),ae,good,possible,ng,good,possible,sh,good,possible,ax,good,possible,s,good,possible,
scrape-scrape1-scrape1-anyhow_177_1611763488_scrape1_ANYHOW,eh,good,possible,n,good,possible,iy,good,possible,hh,good,possible,aw,good,possible,
scrape-scrape1-scrape1-apocalypse_123_1611738217_scrape1_APOCALYPSE,ax,good,possible,p,good,possible,oh,good,possible,k,good,possible,ax,good,possible,l,good,possible,ih,good,possible,p,good,possible,s,good,possible,
scrape-scrape1-scrape1-apostrophe_colin1_scrape1_APOSTROPHE(1),ax,good,possible,p,good,possible,oh,good,possible,s,good,possible,tr,good,possible,ax,good,possible,f,good,possible,iy,good,possible,
scrape-scrape1-scrape1-aquatic_scrape1_AQUATIC,ax,good,possible,k,good,possible,w,good,possible,ae,good,possible,t,good,possible,ih,good,possible,k,good,possible,
scrape-scrape1-scrape1-arguing_210_1614341000_scrape1_ARGUING(1),aa,good,possible,g,good,possible,y,good,possible,uw,good,possible,ing,good,possible,
scrape-scrape1-scrape1-aromas_scrape1_AROMAS,ax,good,possible,r,good,possible,ow,good,possible,m,good,possible,ax,good,possible,z,good,possible,
scrape-scrape1-scrape1-around_210_1614340502_scrape1_AROUND,ax,good,possible,r,good,possible,aw,good,possible,n,good,possible,d,good,possible,
scrape-scrape1-scrape1-artist_210_1614337268_scrape1_ARTIST,aa,good,possible,t,good,possible,ih,good,possible,s,good,possible,t,good,possible,
scrape-scrape1-scrape1-asian_colin1_scrape1_ASIAN(2),ey,good,possible,sh,good,possible,axn,good,possible,
scrape-scrape1-scrape1-assuring_123_1611737887_scrape1_ASSURING(1),ax,good,possible,sh,good,possible,uh,good,possible,r,good,possible,ing,good,possible,
scrape-scrape1-scrape1-assyria_210_1614337254_scrape1_ASSYRIA,ax,good,possible,s,good,possible,ih,good,possible,r,good,possible,iy,good,possible,axr,good,possible,
scrape-scrape1-scrape1-at_123_1614254407_scrape1_AT,ae,good,possible,t,good,possible,
scrape-scrape1-scrape1-at_123_1614254432_scrape1_AT,ae,good,possible,t,good,possible,
scrape-scrape1-scrape1-ate_210_1613334189_scrape1_ATE,ey,good,possible,t,good,possible,
scrape-scrape1-scrape1-atheism_177_1611780669_scrape1_ATHEISM(1),ey,good,possible,th,good,possible,iy,good,possible,ih,good,possible,z,good,possible,axm,good,possible,
scrape-scrape1-scrape1-atheist_scrape1_ATHEIST,ey,good,possible,th,good,possible,iy,good,possible,ih,good,possible,s,good,possible,t,good,possible,
scrape-scrape1-scrape1-aubergine_210_1614340630_scrape1_AUBERGINE,ow,good,possible,b,good,possible,ax,good,possible,zh,good,possible,iy,good,possible,n,good,possible,
scrape-scrape1-scrape1-badness_210_1613723055_scrape1_BADNESS,b,good,possible,ae,good,possible,d,good,possible,n,good,possible,ax,good,possible,s,good,possible,
scrape-scrape1-scrape1-bank_205_1612769508_scrape1_BANK,b,good,possible,ae,good,possible,n,good,possible,k,good,possible,
scrape-scrape1-scrape1-bank_205_1612769528_scrape1_BANK,b,good,possible,ae,good,possible,n,good,possible,k,good,possible,
scrape-scrape1-scrape1-banqueting_scrape1_BANQUETING(6),b,good,possible,ae,good,possible,n,good,possible,kw,good,possible,ih,good,possible,t,good,possible,ing,good,possible,
scrape-scrape1-scrape1-barbed_177_1611780620_scrape1_BARBED,b,good,possible,aa,good,possible,b,good,possible,d,good,possible,
scrape-scrape1-scrape1-barbs_scrape1_BARBS,b,good,possible,aa,good,possible,b,good,possible,z,good,possible,
scrape-scrape1-scrape1-barrage_colin1_scrape1_BARRAGE,b,good,possible,ae,good,possible,r,good,possible,aa,good,possible,zh,good,possible,
scrape-scrape1-scrape1-bathe_colin1_scrape1_BATHE,b,good,possible,ey,good,possible,dh,good,possible,
scrape-scrape1-scrape1-battery_177_1611794485_scrape1_BATTERY,b,good,possible,ae,good,possible,t,good,possible,ax,good,possible,r,good,possible,iy,good,possible,
scrape-scrape1-scrape1-bazaars_scrape1_BAZAARS,b,good,possible,ax,good,possible,z,good,possible,aa,good,possible,z,good,possible,
scrape-scrape1-scrape1-be_205_1612954042_scrape1_BE,b,good,possible,iy,good,possible,
scrape-scrape1-scrape1-bebop_177_1611790859_scrape1_BOP,b,good,possible,oh,good,possible,p,good,possible,
scrape-scrape1-scrape1-because_123_1613987224_scrape1_BECAUSE,b,good,possible,iy,good,possible,k,good,possible,oh,good,possible,z,good,possible,
scrape-scrape1-scrape1-because_123_1613987231_scrape1_BECAUSE,b,good,possible,iy,good,possible,k,good,possible,oh,good,possible,z,good,possible,
scrape-scrape1-scrape1-because_123_1613987243_scrape1_BECAUSE(1),b,good,possible,ih,good,possible,k,good,possible,oh,good,possible,z,good,possible,
scrape-scrape1-scrape1-because_210_1613988401_scrape1_BECAUSE,b,good,possible,iy,good,possible,k,good,possible,oh,good,possible,z,good,possible,
scrape-scrape1-scrape1-because_210_1614341937_scrape1_BECAUSE,b,good,possible,iy,good,possible,k,good,possible,oh,good,possible,z,good,possible,
scrape-scrape1-scrape1-because_30DEc20_scrape1_BECAUSE,b,good,possible,iy,good,possible,k,good,possible,oh,good,possible,z,good,possible,
scrape-scrape1-scrape1-because_31Dec20_scrape1_BECAUSE,b,good,possible,iy,good,possible,k,good,possible,oh,good,possible,z,good,possible,
scrape-scrape1-scrape1-bedrock_210_1614337432_scrape1_BEDROCK,b,good,possible,eh,good,possible,d,good,possible,r,good,possible,oh,good,possible,k,good,possible,
scrape-scrape1-scrape1-been_189_1612544769_scrape1_BEEN,b,good,possible,iy,good,possible,n,good,possible,
scrape-scrape1-scrape1-beginning_177_1611835776_scrape1_BEGINNING(1),b,good,possible,ih,good,possible,g,good,possible,ih,good,possible,n,good,possible,ing,good,possible,
scrape-scrape1-scrape1-behalf_177_1611769335_scrape1_BEHALF,b,good,possible,iy,good,possible,hh,good,possible,aa,good,possible,f,good,possible,
scrape-scrape1-scrape1-bel_210_1613334248_scrape1_BEL,b,good,possible,eh,good,possible,l,good,possible,
scrape-scrape1-scrape1-belong_210_1614337289_scrape1_BELONG,b,good,possible,ih,good,possible,l,good,possible,oh,good,possible,ng,good,possible,
scrape-scrape1-scrape1-beset_210_1613334196_scrape1_BESET,b,good,possible,ih,good,possible,s,good,possible,eh,good,possible,t,good,possible,
scrape-scrape1-scrape1-biomass_210_1614337284_scrape1_BIOMASS,b,good,possible,ay,good,possible,oh,good,possible,m,good,possible,ae,good,possible,s,good,possible,
scrape-scrape1-scrape1-bismuth_177_1611785236_scrape1_BISMUTH,b,good,possible,ih,good,possible,z,good,possible,m,good,possible,ax,good,possible,th,good,possible,
scrape-scrape1-scrape1-bismuth_177_1611790815_scrape1_BISMUTH,b,good,possible,ih,good,possible,z,good,possible,m,good,possible,ax,good,possible,th,good,possible,
