blast1_k_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,missing,ae,aa,surprise,*,surprise,absent,k,missing,*,surprise,absent,*,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blast1_paul_blast,(,bl,good,possible,||,b,good,possible,l,good,possible,),aa,ae,good ,possible,s,good,possible,t,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blat1_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,*,surprise,absent,k,missing,*,surprise,absent,*,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blaze1_k_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),*,surprise,absent,ae,good,possible,missing,*,surprise,absent,*,surprise,absent,k,missing,*,surprise,absent,*,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blaze1_paul_blaze,(,bl,good,possible,||,b,good,possible,l,good,possible,),ey,good ,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blocks1_tressa_blocks,(,*,surprise,absent,bl,missing,*,surprise,absent,||,*,surprise,absent,*,surprise,absent,b,missing,*,surprise,absent,*,surprise,absent,l,good,possible,),oh,good,possible,(,k,good,possible,s,good,possible,||,ks,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blocks2_tressa_blocks,(,bl,good,possible,||,b,good,possible,l,good,possible,),oh,ao,aa,good,possible,(,k,good,possible,s,good,possible,||,ks,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boon1_rishka_boon,b,good,possible,uw,good,possible,n,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boos1_tomo_boos,b,good,possible,uw,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bub1_paul_bub,b,good,possible,ah,good,possible,b,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carer1_paul_carer,k,good,possible,(,ehr,good,possible,||,eh,good,possible,r,good,possible,),ax,good,possible,absent,r,good,possible,ax,er,axr,ernoise,good,possible,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carer2_paul_carer,k,good,possible,(,ehr,good,possible,||,eh,good,possible,r,good,possible,),ax,good,possible,absent,r,good,possible,ax,er,axr,ernoise,good,possible,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casualty1_paul_casualty,k,good,possible,ae,good,possible,zh,good,possible,uh,uw,good,possible,absent,(,ax,ah,good,possible,l,god,possible,||,axl,good,possible,||,l,good,possible,),t,good,possible,iy,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat1_paul_cat,k,good,possible,ae,good,possible,t,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cathodes1_80_cathodes,k,good,possible,ae,good,possible,th,good,possible,ow,good,possible,d,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caught1_80_caught,k,good,possible,ao,good,possible,r,w,good,possible,absent,t,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
